Suburb,Address,Rooms,Price,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Type_ord,Type_t,Type_u,Method_S,Method_SA,Method_SP,Method_VB,Price_Scaled,Landsize_scaled,bedroom_x_bathroom,price_per_room,price_per_bathroom,Landsize_log1p
Airport West,2/49 McIntosh St,2,500000.0,Barry,13.5,3042.0,2.0,1.0,1.0,168.0,Moonee Valley,-37.7215,144.8864,Western Metropolitan,3464.0,0,False,True,False,False,False,True,-1.0388467303844786,-0.22196452830475627,2.0,250000.0,500000.0,5.1298987149230735
Airport West,54 Marshall Rd,3,720000.0,Barry,13.5,3042.0,2.0,1.0,1.0,620.0,Moonee Valley,-37.7173,144.8872,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.5536876249821133,0.08044276296203955,2.0,240000.0,720000.0,6.431331081933479
Airport West,36 Roberts Rd,4,785000.0,Considine,13.5,3042.0,3.0,1.0,2.0,597.0,Moonee Valley,-37.7259,144.8792,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.4103451620223235,0.06505478132678223,3.0,196250.0,785000.0,6.393590753950631
Airport West,11 Harrington Rd,6,725000.0,Barry,13.5,3042.0,6.0,3.0,2.0,976.0,Moonee Valley,-37.7239,144.8735,Western Metropolitan,3464.0,2,False,False,False,False,True,False,-0.542661281677514,0.31862195696863094,18.0,120833.33333333333,241666.66666666666,6.884486652042782
Airport West,2/252 Parer Rd,2,450000.0,Barry,13.5,3042.0,2.0,1.0,1.0,110.0,Moonee Valley,-37.7216,144.871,Western Metropolitan,3464.0,1,True,False,True,False,False,False,-1.1491101634304708,-0.26076900373279643,2.0,225000.0,450000.0,4.709530201312334
Airport West,3/19 Hart St,2,515000.0,Barry,13.5,3042.0,2.0,1.0,1.0,141.0,Moonee Valley,-37.7298,144.8883,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-1.005767700470681,-0.24002868065918875,2.0,257500.0,515000.0,4.955827057601261
Airport West,2/62 Clydesdale Rd,2,530000.0,Nelson,13.5,3042.0,2.0,1.0,1.0,120.0,Moonee Valley,-37.7234,144.8792,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-0.9726886705568835,-0.25407857693485847,2.0,265000.0,530000.0,4.795790545596741
Airport West,3 Deidre Ct,3,895000.0,Rendina,13.5,3042.0,3.0,1.0,6.0,1063.0,Moonee Valley,-37.7249,144.8728,Western Metropolitan,3464.0,2,False,False,False,False,False,False,-0.16776560932114082,0.3768286701106912,3.0,298333.3333333333,895000.0,6.96979066990159
Airport West,13 Etzel St,3,805000.0,Nelson,13.5,3042.0,3.0,1.0,1.0,0.0,Moonee Valley,-37.7217,144.8783,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.36623978880392666,-0.334363698510114,3.0,268333.3333333333,805000.0,0.0
Airport West,1/43 Cameron St,3,752000.0,Nelson,13.5,3042.0,3.0,1.0,1.0,265.0,Moonee Valley,-37.7302,144.8855,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-0.48311902783267835,-0.15706738836475803,3.0,250666.66666666666,752000.0,5.583496308781699
Airport West,145a Victory Rd,2,440000.0,Barry,13.5,3042.0,2.0,1.0,1.0,192.0,Moonee Valley,-37.7177,144.8787,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-1.1711628500396694,-0.20590750398970514,2.0,220000.0,440000.0,5.262690188904886
Airport West,241 Parer Rd,5,755000.0,Propertyau,13.5,3042.0,3.0,2.0,2.0,596.0,Moonee Valley,-37.7248,144.8699,Western Metropolitan,3464.0,2,False,False,False,False,False,False,-0.4765032218499188,0.06438573864698843,6.0,151000.0,377500.0,6.391917113392602
Airport West,2/40 Earl St,3,700000.0,Brad,13.5,3042.0,3.0,2.0,2.0,165.0,Moonee Valley,-37.727,144.887,Western Metropolitan,3464.0,1,True,False,False,False,False,False,-0.5977929982005101,-0.22397165634413765,6.0,233333.33333333334,350000.0,5.111987788356544
Airport West,180 Parer Rd,3,830000.0,Barry,13.5,3042.0,3.0,1.0,2.0,971.0,Moonee Valley,-37.7186,144.876,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.31110807228093057,0.31527674356966195,3.0,276666.6666666667,830000.0,6.879355804460439
Airport West,4/54 Hawker St,2,462500.0,Barry,13.5,3042.0,2.0,1.0,1.0,164.0,Moonee Valley,-37.7218,144.8863,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-1.1215443051689729,-0.22464069902393144,2.0,231250.0,462500.0,5.10594547390058
Airport West,43 Hillside Gr,3,670000.0,Barry,13.5,3042.0,3.0,2.0,2.0,657.0,Moonee Valley,-37.7269,144.8742,Western Metropolitan,3464.0,2,False,False,False,False,True,False,-0.6639510580281054,0.10519734211441,6.0,223333.33333333334,335000.0,6.489204931325317
Airport West,174 Parer Rd,2,675000.0,Barry,13.5,3042.0,2.0,1.0,1.0,612.0,Moonee Valley,-37.7187,144.8765,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.6529247147235062,0.07509042152368918,2.0,337500.0,675000.0,6.418364935936212
Airport West,138 Victory Rd,3,1042000.0,Nelson,13.5,3042.0,3.0,2.0,5.0,612.0,Moonee Valley,-37.7173,144.8796,Western Metropolitan,3464.0,2,False,False,True,False,False,False,0.15640888383407608,0.07509042152368918,6.0,347333.3333333333,521000.0,6.418364935936212
Airport West,75 King St,3,910000.0,McDonald,13.5,3042.0,3.0,1.0,1.0,775.0,Moonee Valley,-37.7231,144.8835,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.13468657940734316,0.18414437833007793,3.0,303333.3333333333,910000.0,6.654152520183219
Airport West,6 Kittyhawk St,4,773000.0,Brad,13.5,3042.0,5.0,3.0,4.0,531.0,Moonee Valley,-37.7263,144.8679,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.43680838595336163,0.0208979644603917,15.0,193250.0,257666.66666666666,6.2766434893416445
Airport West,478 Fullarton Rd,3,810000.0,Barry,13.5,3042.0,3.0,3.0,2.0,555.0,Moonee Valley,-37.7285,144.8694,Western Metropolitan,3464.0,2,False,False,False,False,False,False,-0.35521344549932743,0.0369549887754428,9.0,270000.0,270000.0,6.320768294250582
Airport West,144 Marshall Rd,3,715000.0,Rendina,13.5,3042.0,3.0,2.0,2.0,422.0,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.5647139682867125,-0.052027687637132065,6.0,238333.33333333334,357500.0,6.0473721790462776
Airport West,106 Parer Rd,3,790000.0,Nelson,13.5,3042.0,3.0,1.0,3.0,614.0,Moonee Valley,-37.7194,144.8827,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.3993188187177243,0.07642850688327676,3.0,263333.3333333333,790000.0,6.421622267806518
Airport West,3/7 South Rd,3,540000.0,Nelson,13.5,3042.0,2.0,2.0,1.0,161.0,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464.0,1,True,False,False,False,True,False,-0.950635983947685,-0.22664782706331282,4.0,180000.0,270000.0,5.087596335232384
Airport West,37 North St,3,825000.0,Barry,13.5,3042.0,3.0,2.0,1.0,293.0,Moonee Valley,-37.72,144.8776,Western Metropolitan,3464.0,1,True,False,False,False,True,False,-0.3221344155855298,-0.13833419333053176,6.0,275000.0,412500.0,5.683579767338681
Airport West,10 Hilbert Rd,3,685000.0,Barry,13.5,3042.0,3.0,1.0,1.0,579.0,Moonee Valley,-37.7226,144.8733,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.6308720281143078,0.05301201309049391,3.0,228333.33333333334,685000.0,6.363028103540465
Airport West,110 Halsey Rd,3,805000.0,Barry,13.5,3042.0,3.0,1.0,1.0,623.0,Moonee Valley,-37.7184,144.882,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.36623978880392666,0.08244989100142093,3.0,268333.3333333333,805000.0,6.436150368369428
Airport West,2/13 North St,2,510000.0,Nelson,13.5,3042.0,2.0,1.0,1.0,141.0,Moonee Valley,-37.7202,144.8797,Western Metropolitan,3464.0,0,False,True,True,False,False,False,-1.0167940437752803,-0.24002868065918875,2.0,255000.0,510000.0,4.955827057601261
Airport West,105a Victory Rd,3,612000.0,Nelson,13.5,3042.0,3.0,2.0,1.0,212.0,Moonee Valley,-37.7181,144.8824,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.7918566403614563,-0.19252665039382924,6.0,204000.0,306000.0,5.3612921657094255
Airport West,117 Marshall Rd,3,662000.0,Brad,13.5,3042.0,3.0,1.0,2.0,612.0,Moonee Valley,-37.7169,144.8815,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.6815932073154641,0.07509042152368918,3.0,220666.66666666666,662000.0,6.418364935936212
Airport West,34 Moorna Dr,4,978000.0,Nelson,13.5,3042.0,4.0,3.0,2.0,532.0,Moonee Valley,-37.7263,144.869,Western Metropolitan,3464.0,2,False,False,True,False,False,False,0.01527168953520614,0.021567007140185494,12.0,244500.0,326000.0,6.278521424165844
Airport West,33 North St,3,720000.0,Nelson,13.5,3042.0,3.0,1.0,1.0,585.0,Moonee Valley,-37.72,144.878,Western Metropolitan,3464.0,2,False,False,False,False,False,False,-0.5536876249821133,0.05702626916925668,3.0,240000.0,720000.0,6.373319789577012
Airport West,49 Roberts Rd,4,765000.0,Prof.,13.5,3042.0,4.0,1.0,2.0,509.0,Moonee Valley,-37.7261,144.8785,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.4544505352407204,0.0061790255049281855,4.0,191250.0,765000.0,6.234410725718371
Airport West,85 Roberts Rd,4,900000.0,Harcourts,13.5,3042.0,4.0,2.0,3.0,628.0,Moonee Valley,-37.7256,144.8739,Western Metropolitan,3464.0,2,False,False,True,False,False,False,-0.1567392660165416,0.08579510440038991,8.0,225000.0,450000.0,6.444131256700441
Albert Park,105 Kerferd Rd,2,1275000.0,hockingstuart,3.3,3206.0,2.0,1.0,0.0,120.0,Port Phillip,-37.8459,144.9555,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.6702364818283995,-0.25407857693485847,2.0,637500.0,1275000.0,4.795790545596741
Albert Park,85 Richardson St,2,1455000.0,Thomson,3.3,3206.0,2.0,1.0,0.0,159.0,Port Phillip,-37.845,144.9538,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.0671848407939712,-0.22798591242290042,2.0,727500.0,1455000.0,5.075173815233827
Albert Park,94 Graham St,3,1850000.0,Greg,3.3,3206.0,3.0,2.0,0.0,128.0,Port Phillip,-37.8452,144.9488,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.938265961857309,-0.2487262354965081,6.0,616666.6666666666,925000.0,4.859812404361672
Albert Park,396 Montague St,2,1436000.0,RT,3.3,3206.0,2.0,1.0,0.0,130.0,Port Phillip,-37.8431,144.9565,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.025284736236494,-0.2473881501369205,2.0,718000.0,1436000.0,4.875197323201151
Albert Park,75 Graham St,2,1110000.0,Marshall,3.3,3206.0,1.0,1.0,0.0,147.0,Port Phillip,-37.8444,144.9484,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.3063671527766254,-0.23601442458042599,1.0,555000.0,1110000.0,4.997212273764115
Albert Park,54 Brooke St,2,1550000.0,Sotheby's,3.3,3206.0,2.0,1.0,1.0,167.0,Port Phillip,-37.8405,144.9521,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.2766853635813562,-0.22263357098455006,2.0,775000.0,1550000.0,5.123963979403259
Albert Park,104 Richardson St,4,2300000.0,Marshall,3.3,3206.0,4.0,2.0,1.0,153.0,Port Phillip,-37.8447,144.9523,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,2.9306368592712384,-0.2320001685016632,8.0,575000.0,1150000.0,5.0369526024136295
Albert Park,4a Mills St,3,1550000.0,Marshall,3.3,3206.0,3.0,2.0,2.0,718.0,Port Phillip,-37.8443,144.9598,Southern Metropolitan,3280.0,1,True,False,False,False,False,True,1.2766853635813562,0.14600894558183156,6.0,516666.6666666667,775000.0,6.577861357721047
Albert Park,1 Moubray St,3,1800000.0,Greg,3.3,3206.0,3.0,2.0,1.0,132.0,Port Phillip,-37.8415,144.952,Southern Metropolitan,3280.0,2,False,False,False,False,False,True,1.8280025288113169,-0.2460500647773329,6.0,600000.0,900000.0,4.890349128221754
Albert Park,29 Faussett St,2,2120000.0,Greg,3.3,3206.0,2.0,1.0,1.0,199.0,Port Phillip,-37.8422,144.9554,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,2.5336885003056664,-0.2012242052311486,2.0,1060000.0,2120000.0,5.298317366548036
Albert Park,3 Herbert St,3,1800000.0,Cayzer,3.3,3206.0,3.0,1.0,1.0,253.0,Port Phillip,-37.8443,144.9579,Southern Metropolitan,3280.0,2,False,False,False,False,False,True,1.8280025288113169,-0.1650959005222836,3.0,600000.0,1800000.0,5.537334267018537
Albert Park,24 Kerferd Pl,3,1800000.0,Marshall,3.3,3206.0,3.0,2.0,1.0,90.0,Port Phillip,-37.8421,144.9571,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.8280025288113169,-0.27414985732867236,6.0,600000.0,900000.0,4.51085950651685
Albert Park,44 Draper St,2,1810000.0,Greg,3.3,3206.0,2.0,1.0,0.0,240.0,Port Phillip,-37.8379,144.9539,Southern Metropolitan,3280.0,2,False,False,False,False,False,False,1.8500552154205152,-0.17379345535960294,2.0,905000.0,1810000.0,5.484796933490655
Albert Park,23 Finlay St,5,2100000.0,Greg,3.3,3206.0,5.0,2.0,1.0,237.0,Port Phillip,-37.8436,144.9557,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,2.4895831270872697,-0.17580058339898433,10.0,420000.0,1050000.0,5.472270673671475
Albert Park,31 Richardson St,3,1300000.0,hockingstuart,3.3,3206.0,3.0,1.0,0.0,129.0,Port Phillip,-37.8422,144.94899999999996,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.7253681983513955,-0.2480571928167143,3.0,433333.3333333333,1300000.0,4.867534450455582
Albert Park,4a Gatehouse La,3,1370000.0,Greg,3.3,3206.0,3.0,2.0,2.0,0.0,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.8797370046157845,-0.334363698510114,6.0,456666.6666666667,685000.0,0.0
Albert Park,60 Brooke St,2,1000000.0,Cayzer,3.3,3206.0,2.0,1.0,0.0,288.0,Port Phillip,-37.8407,144.9523,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.06378760007544268,-0.14167940672950075,2.0,500000.0,1000000.0,5.666426688112432
Albert Park,65 Graham St,2,1322500.0,Greg,3.3,3206.0,2.0,1.0,0.0,149.0,Port Phillip,-37.8443,144.9481,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,0.7749867432220919,-0.2346763392208384,2.0,661250.0,1322500.0,5.0106352940962555
Albert Park,364 Montague St,2,1562500.0,Greg,3.3,3206.0,2.0,1.0,0.0,141.0,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280.0,2,False,False,True,False,False,False,1.3042512218428541,-0.24002868065918875,2.0,781250.0,1562500.0,4.955827057601261
